"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Stores Bound","Load Bound","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x140abcaf0","0","0","537600","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140abcaf0","[Unknown]","0x140abcaf0"
"wcscpy_s","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","wcscpy_s","[Unknown]","0x18012c160"
"func@0x1801173c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x1801173c0","[Unknown]","0x1801173c0"
"func@0x1404014c0","0","0","1612800","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404014c0","[Unknown]","0x1404014c0"
"func@0x140234c90","0","268800","1075200","0.25","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140234c90","[Unknown]","0x140234c90"
"func@0x180054f7a","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180054f7a","[Unknown]","0x180054f7a"
"NtClose","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","NtClose","[Unknown]","0x180160550"
"func@0x14029a400","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14029a400","[Unknown]","0x14029a400"
"RtlReleaseSRWLockShared","0","1344000","537600","2.5","","","","0","0","0","0","0","0","0","","ntdll.dll","RtlReleaseSRWLockShared","[Unknown]","0x18003cc80"
"func@0x1800cae83","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x1800cae83","[Unknown]","0x1800cae83"
"func@0x140125430","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140125430","[Unknown]","0x140125430"
"func@0x1400057f0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1400057f0","[Unknown]","0x1400057f0"
"func@0x140156560","0","0","1612800","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140156560","[Unknown]","0x140156560"
"func@0x14087bb10","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14087bb10","[Unknown]","0x14087bb10"
"func@0x140165250","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140165250","[Unknown]","0x140165250"
"ExReleaseResourceAndLeaveCriticalRegion","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","ExReleaseResourceAndLeaveCriticalRegion","[Unknown]","0x14027dc00"
"func@0x1402c2e80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c2e80","[Unknown]","0x1402c2e80"
"func@0x14011b5c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14011b5c0","[Unknown]","0x14011b5c0"
"func@0x14024437d","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14024437d","[Unknown]","0x14024437d"
"func@0x140848c33","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140848c33","[Unknown]","0x140848c33"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400264c2"
"func@0x1403e13a0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403e13a0","[Unknown]","0x1403e13a0"
"func@0x140141900","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140141900","[Unknown]","0x140141900"
"func@0x140010520","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140010520","[Unknown]","0x140010520"
"func@0x14015ea50","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14015ea50","[Unknown]","0x14015ea50"
"ExAcquireSpinLockExclusiveAtDpcLevel","0","806400","537600","1.5","0","0","0","1","0","0","0","0","0","0","","ntoskrnl.exe","ExAcquireSpinLockExclusiveAtDpcLevel","[Unknown]","0x14032ecd0"
"func@0x140055b00","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140055b00","[Unknown]","0x140055b00"
"func@0x1800465e6","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x1800465e6","[Unknown]","0x1800465e6"
"func@0x140012300","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140012300","[Unknown]","0x140012300"
"func@0x1400081ec","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1400081ec","[Unknown]","0x1400081ec"
"func@0x1409892a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1409892a0","[Unknown]","0x1409892a0"
"func@0x140150d20","0","268800","1612800","0.166667","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140150d20","[Unknown]","0x140150d20"
"NtCreateEvent","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","NtCreateEvent","[Unknown]","0x180160c70"
"func@0x140209ee0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140209ee0","[Unknown]","0x140209ee0"
"func@0x18002c3b0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x18002c3b0","[Unknown]","0x18002c3b0"
"func@0x140320594","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140320594","[Unknown]","0x140320594"
"func@0x1800bd9ab","0","537600","2688000","0.2","","0","","0","0","0","0","0","0","0","","ntdll.dll","func@0x1800bd9ab","[Unknown]","0x1800bd9ab"
"stbi__build_huffman","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","kip_sequential_soa_profile.exe","stbi__build_huffman(struct stbi__huffman *, int *)","stb_image.h","0x140020e60"
"func@0x1400155e0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1400155e0","[Unknown]","0x1400155e0"
"func@0x14000beba","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14000beba","[Unknown]","0x14000beba"
"func@0x140013742","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140013742","[Unknown]","0x140013742"
"func@0x1402534f0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1402534f0","[Unknown]","0x1402534f0"
"func@0x140013230","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140013230","[Unknown]","0x140013230"
"func@0x140386f98","0","0","1075200","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140386f98","[Unknown]","0x140386f98"
"func@0x14003f784","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14003f784","[Unknown]","0x14003f784"
"func@0x140250bb0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140250bb0","[Unknown]","0x140250bb0"
"func@0x1405ea6ef","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1405ea6ef","[Unknown]","0x1405ea6ef"
"NtProtectVirtualMemory","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","NtProtectVirtualMemory","[Unknown]","0x180160d70"
"func@0x18002cd6c","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18002cd6c","[Unknown]","0x18002cd6c"
"func@0x140384300","0","0","0","0","0","","","0","0","0","0","0","0","0","0","atc.sys","func@0x140384300","[Unknown]","0x140384300"
"func@0x1402d9820","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402d9820","[Unknown]","0x1402d9820"
"func@0x1405a8600","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1405a8600","[Unknown]","0x1405a8600"
"stbi__jpeg_get_bits","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","kip_sequential_soa_profile.exe","stbi__jpeg_get_bits","stb_image.h","0x140012dfc"
"func@0x14047f460","0","0","0","0","","0","","0","0","0","0","0","0","0","0","atc.sys","func@0x14047f460","[Unknown]","0x14047f460"
"func@0x1405ef760","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1405ef760","[Unknown]","0x1405ef760"
"wcsrchr","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","wcsrchr","[Unknown]","0x180125e50"
"func@0x1401c08a8","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1401c08a8","[Unknown]","0x1401c08a8"
"RtlCopyMemory","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","RtlCopyMemory","[Unknown]","0x180165ac0"
"func@0x1401416a0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1401416a0","[Unknown]","0x1401416a0"
"func@0x140380940","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140380940","[Unknown]","0x140380940"
"func@0x180134552","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180134552","[Unknown]","0x180134552"
"func@0x140069d10","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140069d10","[Unknown]","0x140069d10"
"func@0x14047f380","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x14047f380","[Unknown]","0x14047f380"
"func@0x1800049fc","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x1800049fc","[Unknown]","0x1800049fc"
"func@0x14037efc0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x14037efc0","[Unknown]","0x14037efc0"
"func@0x1403e95c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1403e95c0","[Unknown]","0x1403e95c0"
"func@0x180127148","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180127148","[Unknown]","0x180127148"
"func@0x1402d5210","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1402d5210","[Unknown]","0x1402d5210"
"func@0x18006db10","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x18006db10","[Unknown]","0x18006db10"
"func@0x140405760","0","537600","537600","1","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140405760","[Unknown]","0x140405760"
"func@0x18000fc70","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18000fc70","[Unknown]","0x18000fc70"
"func@0x1401693d0","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1401693d0","[Unknown]","0x1401693d0"
"func@0x1401c2860","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1401c2860","[Unknown]","0x1401c2860"
"func@0x1402462e0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1402462e0","[Unknown]","0x1402462e0"
"func@0x14047f240","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x14047f240","[Unknown]","0x14047f240"
"func@0x1405f4640","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1405f4640","[Unknown]","0x1405f4640"
"func@0x1402e4ae0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1402e4ae0","[Unknown]","0x1402e4ae0"
"func@0x1401950c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1401950c0","[Unknown]","0x1401950c0"
"func@0x1402e40e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402e40e0","[Unknown]","0x1402e40e0"
"func@0x14040ede0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x14040ede0","[Unknown]","0x14040ede0"
"func@0x1401959e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1401959e0","[Unknown]","0x1401959e0"
"func@0x1402e6c80","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402e6c80","[Unknown]","0x1402e6c80"
"NtGetNlsSectionPtr","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","NtGetNlsSectionPtr","[Unknown]","0x1801623a0"
"func@0x1402d78a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1402d78a0","[Unknown]","0x1402d78a0"
"func@0x14000b3e0","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14000b3e0","[Unknown]","0x14000b3e0"
"func@0x140380c60","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140380c60","[Unknown]","0x140380c60"
"func@0x1405f07c0","0","537600","537600","1","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1405f07c0","[Unknown]","0x1405f07c0"
"func@0x140320e00","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140320e00","[Unknown]","0x140320e00"
"func@0x1402e51c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402e51c0","[Unknown]","0x1402e51c0"
"func@0x1402f8e80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402f8e80","[Unknown]","0x1402f8e80"
"func@0x14047f600","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x14047f600","[Unknown]","0x14047f600"
"func@0x1405a8160","0","0","0","0","0","","","0","0","0","0","0","0","0","0","atc.sys","func@0x1405a8160","[Unknown]","0x1405a8160"
"func@0x1405fb220","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1405fb220","[Unknown]","0x1405fb220"
"func@0x1405ea833","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1405ea833","[Unknown]","0x1405ea833"
"func@0x14047da10","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x14047da10","[Unknown]","0x14047da10"
"func@0x140380060","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x140380060","[Unknown]","0x140380060"
"func@0x180039365","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x180039365","[Unknown]","0x180039365"
"func@0x1402ef600","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402ef600","[Unknown]","0x1402ef600"
"func@0x140188a60","0","0","537600","0","0","","","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140188a60","[Unknown]","0x140188a60"
"stbi__build_fast_ac","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","kip_sequential_soa_profile.exe","stbi__build_fast_ac","stb_image.h","0x140020220"
"func@0x140164850","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntfs.sys","func@0x140164850","[Unknown]","0x140164850"
"func@0x1405eefa0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1405eefa0","[Unknown]","0x1405eefa0"
"RtlDowncaseUnicodeString","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","RtlDowncaseUnicodeString","[Unknown]","0x1800d77e0"
"func@0x140a13530","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140a13530","[Unknown]","0x140a13530"
"func@0x140298d30","0","268800","1075200","0.25","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140298d30","[Unknown]","0x140298d30"
"RtlAcquireSRWLockShared","0","537600","537600","1","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","RtlAcquireSRWLockShared","[Unknown]","0x18003cc20"
"func@0x1402c6f68","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c6f68","[Unknown]","0x1402c6f68"
"func@0x1401c3a40","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1401c3a40","[Unknown]","0x1401c3a40"
"func@0x1402e5220","0","806400","0","","0","","","0","0","0","0","0","0","0","","atc.sys","func@0x1402e5220","[Unknown]","0x1402e5220"
"func@0x18008f820","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18008f820","[Unknown]","0x18008f820"
"func@0x1405f07a0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1405f07a0","[Unknown]","0x1405f07a0"
"func@0x1401c37c0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1401c37c0","[Unknown]","0x1401c37c0"
"func@0x1401f20a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1401f20a0","[Unknown]","0x1401f20a0"
"func@0x140410ac4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140410ac4","[Unknown]","0x140410ac4"
"func@0x140415260","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140415260","[Unknown]","0x140415260"
"func@0x14002ea30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x14002ea30","[Unknown]","0x14002ea30"
"func@0x180002bc4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x180002bc4","[Unknown]","0x180002bc4"
"func@0x1405ea707","0","0","0","0","0","","","0","0","0","0","0","0","0","0","atc.sys","func@0x1405ea707","[Unknown]","0x1405ea707"
"func@0x140140500","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140140500","[Unknown]","0x140140500"
"func@0x1402d705f","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1402d705f","[Unknown]","0x1402d705f"
"func@0x14026c660","0","268800","1612800","0.166667","0","0.1","0.9","0","0","0","0","0","0","0","","atc.sys","func@0x14026c660","[Unknown]","0x14026c660"
"func@0x1403ba800","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1403ba800","[Unknown]","0x1403ba800"
"func@0x14013019b","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14013019b","[Unknown]","0x14013019b"
"func@0x1401958c0","0","806400","537600","1.5","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1401958c0","[Unknown]","0x1401958c0"
"func@0x140137f20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140137f20","[Unknown]","0x140137f20"
"func@0x14040fc80","0","0","0","0","","0","","0","0","0","0","0","0","0","0","atc.sys","func@0x14040fc80","[Unknown]","0x14040fc80"
"func@0x140253460","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x140253460","[Unknown]","0x140253460"
"func@0x140415740","0","268800","0","","","","","0","0","0","0","0","0","0","","atc.sys","func@0x140415740","[Unknown]","0x140415740"
"RtlRestoreLastWin32Error","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntdll.dll","RtlRestoreLastWin32Error","[Unknown]","0x180048fd0"
"func@0x1400f5280","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x1400f5280","[Unknown]","0x1400f5280"
"func@0x1403f3500","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","atc.sys","func@0x1403f3500","[Unknown]","0x1403f3500"
"wcsicmp","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","wcsicmp","[Unknown]","0x180120e70"
"func@0x140414f80","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","atc.sys","func@0x140414f80","[Unknown]","0x140414f80"
"stbi__refill_buffer","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","kip_sequential_soa_profile.exe","stbi__refill_buffer","stb_image.h","0x140021b41"
"NtQueryVolumeInformationFile","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","NtQueryVolumeInformationFile","[Unknown]","0x180160c90"
"func@0x14018b8a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14018b8a0","[Unknown]","0x14018b8a0"
"func@0x140015900","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140015900","[Unknown]","0x140015900"
