"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Back-End Bound Auxiliary","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x1800360d0","0.0123999","52416000","216115200","0.242537","0.846154","0.184615","0","0","0","0","0","0","0","4.22712e+09","ucrtbase.dll","func@0x1800360d0","[Unknown]","0x1800360d0"
"std::vector<float,std::allocator<float> >::operator[]","0.0107","36288000","13440000","2.7","0.52","0","0","1","0","0","0","0","0","3.39142e+09","kip_sequential_profile.exe","std::vector<float,std::allocator<float> >::operator[]","vector","0x140022300"
"func@0x1402678a0","0.00979996","31987200","41126400","0.777778","0.16","0.04","0.1","0.7","0","0","0","0","0","3.26401e+09","ntoskrnl.exe","func@0x1402678a0","[Unknown]","0x1402678a0"
"std::_Uninitialized_backout_al<std::allocator<Pixel> >::_Emplace_back","0.00969996","37363200","169075200","0.220986","0.733333","0.0833333","0.0166667","0.166667","0","0","0","0","0","3.85189e+09","kip_sequential_profile.exe","std::_Uninitialized_backout_al<std::allocator<Pixel> >::_Emplace_back","xmemory","0x1400215e0"
"stbiw__putc","0.00969996","32793600","120691200","0.271715","0.654545","0.172727","0.0818182","0.0909091","0","0","0","0","0","3.3808e+09","kip_sequential_profile.exe","stbiw__putc(struct stbi__write_context *, unsigned char)","stb_image_write.h","0x14001ff00"
"func@0x1403e5bc0","0.00959996","38169600","6182400","6.17391","0.0333333","0","0.383333","0.583333","0","0","0","0","0","3.97602e+09","ntoskrnl.exe","func@0x1403e5bc0","[Unknown]","0x1403e5bc0"
"stbi__parse_entropy_coded_data","0.00919996","30374400","71232000","0.426415","1","0.233333","0","0.666667","0","0","0","0","0","3.30158e+09","kip_sequential_profile.exe","stbi__parse_entropy_coded_data(struct stbi__jpeg *)","stb_image.h","0x14001a9c0"
"func@0x180011a70","0.00919996","35750400","268800","133","0.0285714","0.142857","0","1","0","0","0","0","0","3.88593e+09","vcruntime140.dll","func@0x180011a70","[Unknown]","0x180011a70"
"stbi__resample_row_hv_2_simd","0.00839996","33600000","112089600","0.29976","0.657143","0.1","0","0.428571","0","0","0","0","0","4.00002e+09","kip_sequential_profile.exe","stbi__resample_row_hv_2_simd(unsigned char *, unsigned char *, unsigned char *, int, int)","stb_image.h","0x140017f10"
"func@0x180045470","0.00809996","31718400","14515200","2.18519","0.35","0.375","0","1","0","0","0","0","0","3.91587e+09","ntdll.dll","func@0x180045470","[Unknown]","0x180045470"
"func@0x180016f80","0.00739997","36556800","169344000","0.215873","0.738462","0.176923","0.0846154","0","0","0","0","0","0","4.94013e+09","ucrtbase.dll","func@0x180016f80","[Unknown]","0x180016f80"
"func@0x1402880c0","0.00739997","26073600","28761600","0.906542","0.177778","0.0555556","0.1","0.666667","0","0","0","0","0","3.52347e+09","ntoskrnl.exe","func@0x1402880c0","[Unknown]","0x1402880c0"
"std::vector<Pixel,std::allocator<Pixel> >::operator[]","0.00739997","24192000","0","","1","0","0","0.5","0","0","0","0","0","3.2692e+09","kip_sequential_profile.exe","std::vector<Pixel,std::allocator<Pixel> >::operator[]","vector","0x14000b5ed"
"func@0x1c00010e0","0.00729997","29836800","806400","37","0","0.114286","0","1","0","0","0","0","0","4.08725e+09","intelppm.sys","func@0x1c00010e0","[Unknown]","0x1c00010e0"
"func@0x1402b2b60","0.00689997","35212800","83059200","0.423948","0.138462","0.169231","0.461538","0.230769","0","0","0","0","0","5.10333e+09","ntoskrnl.exe","func@0x1402b2b60","[Unknown]","0x1402b2b60"
"stbi__jpeg_huff_decode","0.00669997","22579200","51609600","0.4375","1","0.5","0","0","0","0","0","0","0","3.37004e+09","kip_sequential_profile.exe","stbi__jpeg_huff_decode","stb_image.h","0x14001c1a0"
"func@0x1402c2af0","0.00659997","26073600","22848000","1.14118","0.16","0.06","0","0.9","0","0","0","0","0","3.95056e+09","ntoskrnl.exe","func@0x1402c2af0","[Unknown]","0x1402c2af0"
"std::_Uninitialized_copy","0.00659997","26073600","109670400","0.237745","0.511111","0.0555556","0.1","0.333333","0","0","0","0","0","3.95056e+09","kip_sequential_profile.exe","std::_Uninitialized_copy","xmemory","0x140021b2e"
"stbi__jpeg_decode_block_prog_dc","0.00649997","27955200","30105600","0.928571","0.18","0.07","0.55","0.2","0","0","0","0","0","4.30082e+09","kip_sequential_profile.exe","stbi__jpeg_decode_block_prog_dc(struct stbi__jpeg *, short *, struct stbi__huffman *, int)","stb_image.h","0x14001b9e0"
"stbi__jpeg_get_bit","0.00609997","24192000","31449600","0.769231","0.155556","0.322222","0.522222","0","0","0","0","0","0","3.96592e+09","kip_sequential_profile.exe","stbi__jpeg_get_bit","stb_image.h","0x14001c000"
"func@0x1406acbf0","0.00569998","21504000","6182400","3.47826","0.0666667","0.766667","0","0.333333","0","0","0","0","0","3.77265e+09","ntoskrnl.exe","func@0x1406acbf0","[Unknown]","0x1406acbf0"
"func@0x140352476","0.00539998","20428800","15859200","1.28814","0.0666667","0.183333","0.25","0.5","0","0","0","0","0","3.78313e+09","ntoskrnl.exe","func@0x140352476","[Unknown]","0x140352476"
"[ntdll.dll]","0.00529998","17472000","8601600","2.03125","0","0.1","0.233333","0.666667","0","0","0","0","0","3.29662e+09","ntdll.dll","[ntdll.dll]","[Unknown]","0"
"func@0x18007a159","0.00529998","19353600","86016000","0.225","0.316667","0.0833333","0.6","0","0","0","0","0","0","3.65164e+09","ntdll.dll","func@0x18007a159","[Unknown]","0x18007a159"
"memcpy","0.00509998","23654400","5913600","4","0.314286","0.228571","0.457143","0","0","0","0","0","0","4.63814e+09","ucrtbase.dll","memcpy","[Unknown]","0x1800edb00"
"func@0x1402687b0","0.00489998","23923200","52147200","0.458763","1","0.233333","0","0.333333","0","0","0","0","0","4.88231e+09","ntoskrnl.exe","func@0x1402687b0","[Unknown]","0x1402687b0"
"func@0x1402dcd30","0.00479998","19622400","41126400","0.477124","0.25","0.15","0.35","0.25","0","0","0","0","0","4.08802e+09","ntoskrnl.exe","func@0x1402dcd30","[Unknown]","0x1402dcd30"
"func@0x14028ede3","0.00439998","18278400","8870400","2.06061","0.2","0.5","0.05","0.25","0","0","0","0","0","4.1542e+09","ntoskrnl.exe","func@0x14028ede3","[Unknown]","0x14028ede3"
"func@0x1800364f0","0.00439998","15321600","125529600","0.122056","1","0.333333","0","0","0","0","0","0","0","3.4822e+09","ucrtbase.dll","func@0x1800364f0","[Unknown]","0x1800364f0"
"func@0x140240a60","0.00429998","10752000","15859200","0.677966","0.3","0.5","0.2","0","0","0","0","0","0","2.50048e+09","ntoskrnl.exe","func@0x140240a60","[Unknown]","0x140240a60"
"func@0x180048210","0.00419998","11020800","3763200","2.92857","0.2","0.4","0.4","0","0","0","0","0","0","2.62401e+09","ntdll.dll","func@0x180048210","[Unknown]","0x180048210"
"std::_Uninitialized_copy","0.00409998","15321600","58060800","0.263889","1","0.0666667","0","0.333333","0","0","0","0","0","3.73699e+09","kip_sequential_profile.exe","std::_Uninitialized_copy","xmemory","0x1400215ce"
"func@0x1402362b0","0.00389998","10752000","19084800","0.56338","0.3","0.425","0.275","0","0","0","0","0","0","2.75694e+09","ntoskrnl.exe","func@0x1402362b0","[Unknown]","0x1402362b0"
"func@0x14032d0b0","0.00389998","16665600","31987200","0.521008","0.32","0.04","0","1","0","0","0","0","0","4.27325e+09","ntoskrnl.exe","func@0x14032d0b0","[Unknown]","0x14032d0b0"
"func@0x1402191b0","0.00389998","12902400","12364800","1.04348","0.16","0.3","0.14","0.4","0","0","0","0","0","3.30832e+09","ntoskrnl.exe","func@0x1402191b0","[Unknown]","0x1402191b0"
"func@0x14022bdb0","0.00379998","17740800","20428800","0.868421","0.9","0.75","0","1","0","0","0","0","0","4.66865e+09","ntoskrnl.exe","func@0x14022bdb0","[Unknown]","0x14022bdb0"
"func@0x1402b25d0","0.00369998","16128000","23116800","0.697674","1","0.3","0","0.5","0","0","0","0","0","4.35894e+09","ntoskrnl.exe","func@0x1402b25d0","[Unknown]","0x1402b25d0"
"KeClockInterruptNotify","0.00359998","19084800","18278400","1.04412","0.3","0.15","0.05","0.5","0","0","0","0","0","5.30136e+09","ntoskrnl.exe","KeClockInterruptNotify","[Unknown]","0x14028e9e0"
"stbi__jpeg_dequantize","0.00349998","14515200","23116800","0.627907","0.3","0.05","0","1","0","0","0","0","0","4.14722e+09","kip_sequential_profile.exe","stbi__jpeg_dequantize(short *, unsigned short *)","stb_image.h","0x14001c460"
"func@0x1402ae130","0.00349998","14246400","25536000","0.557895","0.15","0.2","0.65","0","0","0","0","0","0","4.07042e+09","ntoskrnl.exe","func@0x1402ae130","[Unknown]","0x1402ae130"
"func@0x1402a7da0","0.00339999","10752000","41126400","0.261438","0.233333","0.333333","0.266667","0.166667","0","0","0","0","0","3.16237e+09","ntoskrnl.exe","func@0x1402a7da0","[Unknown]","0x1402a7da0"
"ExReleaseSpinLockSharedFromDpcLevel","0.00329999","9945600","13708800","0.72549","0.4","0.55","0","1","0","0","0","0","0","3.01383e+09","ntoskrnl.exe","ExReleaseSpinLockSharedFromDpcLevel","[Unknown]","0x1402adcf0"
"RtlCopyMemory","0.00319999","10214400","13708800","0.745098","","","","","0","0","0","0","0","3.19201e+09","ntoskrnl.exe","RtlCopyMemory","[Unknown]","0x1406ba640"
"func@0x1403d1bf0","0.00319999","16128000","17740800","0.909091","0.25","0.075","0.425","0.25","0","0","0","0","0","5.04002e+09","ntoskrnl.exe","func@0x1403d1bf0","[Unknown]","0x1403d1bf0"
"func@0x1402bedb0","0.00319999","11020800","15321600","0.719298","0.6","0.1","0.3","0","0","0","0","0","0","3.44402e+09","ntoskrnl.exe","func@0x1402bedb0","[Unknown]","0x1402bedb0"
"func@0x140288910","0.00309999","11289600","15052800","0.75","","","","","0","0","0","0","0","3.64182e+09","ntoskrnl.exe","func@0x140288910","[Unknown]","0x140288910"
"func@0x1403cf5a0","0.00289999","7257600","2688000","2.7","0","0.06","0.54","0.4","0","0","0","0","0","2.50263e+09","ntoskrnl.exe","func@0x1403cf5a0","[Unknown]","0x1403cf5a0"
"func@0x140248694","0.00289999","9139200","4569600","2","0.2","0","0","1","0","0","0","0","0","3.15146e+09","ntoskrnl.exe","func@0x140248694","[Unknown]","0x140248694"
"func@0x14041e440","0.00289999","8601600","8870400","0.969697","1","0.2","0","1","0","0","0","0","0","2.96608e+09","ntoskrnl.exe","func@0x14041e440","[Unknown]","0x14041e440"
"func@0x18007a2ce","0.00279999","10483200","52147200","0.201031","1","0.166667","0","0.333333","0","0","0","0","0","3.74402e+09","ntdll.dll","func@0x18007a2ce","[Unknown]","0x18007a2ce"
"func@0x140427f4c","0.00279999","13708800","29299200","0.46789","","","","","0","0","0","0","0","4.89602e+09","ntoskrnl.exe","func@0x140427f4c","[Unknown]","0x140427f4c"
"func@0x1403cfec2","0.00279999","6720000","11558400","0.581395","0.4","0.9","0","0","0","0","0","0","0","2.40001e+09","ntoskrnl.exe","func@0x1403cfec2","[Unknown]","0x1403cfec2"
"func@0x1402bdc90","0.00269999","7526400","14515200","0.518519","","","","","0","0","0","0","0","2.78757e+09","ntoskrnl.exe","func@0x1402bdc90","[Unknown]","0x1402bdc90"
"func@0x1406bb340","0.00259999","7795200","11827200","0.659091","","","","","0","0","0","0","0","2.99817e+09","ntoskrnl.exe","func@0x1406bb340","[Unknown]","0x1406bb340"
"stbi__get8","0.00249999","6988800","11558400","0.604651","0.133333","0.266667","0.6","0","0","0","0","0","0","2.79553e+09","kip_sequential_profile.exe","stbi__get8","stb_image.h","0x14001b8e3"
"func@0x140289576","0.00249999","6182400","5913600","1.04545","0.04","0.1","0.86","0","0","0","0","0","0","2.47297e+09","ntoskrnl.exe","func@0x140289576","[Unknown]","0x140289576"
"func@0x140366980","0.00239999","11020800","5107200","2.15789","1","0.4","0","0","0","0","0","0","0","4.59202e+09","ntoskrnl.exe","func@0x140366980","[Unknown]","0x140366980"
"func@0x1406b8a83","0.00239999","10752000","10214400","1.05263","0.04","0.14","0.82","0","0","0","0","0","0","4.48002e+09","ntoskrnl.exe","func@0x1406b8a83","[Unknown]","0x1406b8a83"
"func@0x1402781e0","0.00239999","14246400","5376000","2.65","0.2","0.425","0.375","0","0","","","0","0","5.93603e+09","ntoskrnl.exe","func@0x1402781e0","[Unknown]","0x1402781e0"
"func@0x14041e58b","0.00239999","6988800","19353600","0.361111","0.6","0.4","0","0","0","0","0","0","0","2.91201e+09","ntoskrnl.exe","func@0x14041e58b","[Unknown]","0x14041e58b"
"func@0x14022b320","0.00229999","5644800","9676800","0.583333","0.6","0.7","0","0","0","0","0","0","0","2.45427e+09","ntoskrnl.exe","func@0x14022b320","[Unknown]","0x14022b320"
"stbi__extend_receive","0.00229999","5376000","26611200","0.20202","0.3","0.2","0.5","0","0","0","0","0","0","2.3374e+09","kip_sequential_profile.exe","stbi__extend_receive","stb_image.h","0x14001bb4c"
"func@0x1402b2d8b","0.00219999","8332800","7526400","1.10714","0.5","0.2","0","1","0","0","0","0","0","3.78765e+09","ntoskrnl.exe","func@0x1402b2d8b","[Unknown]","0x1402b2d8b"
"func@0x1403664d0","0.00209999","7257600","3494400","2.07692","0.1","0.15","0.25","0.5","0","0","0","0","0","3.45602e+09","ntoskrnl.exe","func@0x1403664d0","[Unknown]","0x1403664d0"
"func@0x1403e5f36","0.00209999","9945600","8601600","1.15625","0.3","0.05","0","1","0","0","0","0","0","4.73602e+09","ntoskrnl.exe","func@0x1403e5f36","[Unknown]","0x1403e5f36"
"func@0x1406ac743","0.00199999","10752000","537600","20","0.0666667","0.2","0.0666667","0.666667","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1406ac743","[Unknown]","0x1406ac743"
"func@0x140216830","0.00199999","8332800","16396800","0.508197","0.25","0.1","0","0.75","0","0","0","0","0","4.16642e+09","ntoskrnl.exe","func@0x140216830","[Unknown]","0x140216830"
"func@0x1402add80","0.00199999","5107200","22848000","0.223529","","","","0","0","0","0","0","0","2.55361e+09","ntoskrnl.exe","func@0x1402add80","[Unknown]","0x1402add80"
"func@0x1402db220","0.00199999","5376000","6720000","0.8","","","","","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1402db220","[Unknown]","0x1402db220"
"stbi__stdio_write","0.00199999","12902400","21235200","0.607595","0.266667","0.366667","0.366667","0","0","0","0","0","0","6.45123e+09","kip_sequential_profile.exe","stbi__stdio_write(void *, void *, int)","stb_image_write.h","0x14001f3c0"
"func@0x1406ad85f","0.00199999","6988800","1075200","6.5","0","0.8","0.2","0","0","0","1","0","0","3.49442e+09","ntoskrnl.exe","func@0x1406ad85f","[Unknown]","0x1406ad85f"
"func@0x140242200","0.00189999","9945600","12096000","0.822222","0.4","0.8","0","0","0","0","0","0","0","5.23455e+09","ntoskrnl.exe","func@0x140242200","[Unknown]","0x140242200"
"func@0x1402bd3e0","0.00179999","6182400","8064000","0.766667","0.1","0.55","0.35","0","0","0","0","0","0","3.43468e+09","ntoskrnl.exe","func@0x1402bd3e0","[Unknown]","0x1402bd3e0"
"func@0x1c0002700","0.00179999","8870400","268800","33","0","","","0","0","0","0","0","0","4.92802e+09","intelppm.sys","func@0x1c0002700","[Unknown]","0x1c0002700"
"func@0x1800185ab","0.00179999","8870400","24460800","0.362637","1","0.5","0","1","0","0","0","0","0","4.92802e+09","ntdll.dll","func@0x1800185ab","[Unknown]","0x1800185ab"
"func@0x140229e70","0.00179999","6988800","4838400","1.44444","0","0.55","0","0.5","0","0","0","0","0","3.88268e+09","ntoskrnl.exe","func@0x140229e70","[Unknown]","0x140229e70"
"func@0x1402c0a6c","0.00159999","3494400","24460800","0.142857","1","0.2","0","0","0","0","0","0","0","2.18401e+09","ntoskrnl.exe","func@0x1402c0a6c","[Unknown]","0x1402c0a6c"
"func@0x1402784e0","0.00159999","6988800","13440000","0.52","0.16","0.1","0.54","0.2","0","0","0","0","0","4.36802e+09","ntoskrnl.exe","func@0x1402784e0","[Unknown]","0x1402784e0"
"func@0x140226c30","0.00149999","10752000","2419200","4.44444","0.2","0.5","0","0.5","0","0","0","0","0","7.16803e+09","ntoskrnl.exe","func@0x140226c30","[Unknown]","0x140226c30"
"func@0x1402c02e0","0.00149999","8064000","7257600","1.11111","0","0.1","0","1","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1402c02e0","[Unknown]","0x1402c02e0"
"func@0x1403648c0","0.00149999","5644800","3494400","1.61538","0","0","0","1","0","0","0","0","0","3.76322e+09","ntoskrnl.exe","func@0x1403648c0","[Unknown]","0x1403648c0"
"func@0x1402e11c0","0.00149999","6720000","4032000","1.66667","0","0.1","0.233333","0.666667","0","0","0","0","0","4.48002e+09","ntoskrnl.exe","func@0x1402e11c0","[Unknown]","0x1402e11c0"
